Time,Current,Theta_m,Q_load,Speed,DotQ,Delta_Theta,Tau_m
0.036,12.1085712939501,0.135869318032628,0.000257060487606957,9.59725885280163,0.0317413078518396,0.00108818028499332,0.666819021157833
0.037,12.3249237929445,0.145632533697859,0.000290242825924678,9.92840058214825,0.0346470890756245,0.00115166344831155,0.678733553277456
0.038,12.5362953428124,0.155724558526684,0.000326401719334215,10.2548886180082,0.0376936645678926,0.00121542559281117,0.69037378452868
0.039,12.7427940904451,0.166140673302929,0.000365676710169123,10.5765431355484,0.0408790592427987,0.00127928045124602,0.70174567056081
0.04,12.9445264421143,0.176875997197584,0.000408205099402022,10.8932199789635,0.0442007974559044,0.00134304239760377,0.712855071167234
0.041,13.1415971290189,0.187925452728163,0.000454122330641028,11.2048117005758,0.0476559109258555,0.00140652571617247,0.723707753895071
0.042,13.3341090094066,0.19928389704429,0.000503560293374078,11.5112417120117,0.0512409588009844,0.00146954759815355,0.734309383148022
0.043,13.5221630113254,0.21094616530526,0.000556646694354601,11.8124620205718,0.0549520430591306,0.00153192919975688,0.74466551703369
0.044,13.7058581423587,0.222907072792305,0.000613504962144553,12.1084526076117,0.0587848222218896,0.00159349575857134,0.754781607899694
0.045,13.8852915784061,0.235161370782973,0.000674254722990537,12.3992224863453,0.0627345273262768,0.00165407568080127,0.764663007222826
0.046,14.0605585676378,0.247703813942882,0.000739010924949357,12.684806491083,0.0667959771538053,0.00171350208438611,0.774314960319816
0.047,14.2317523437553,0.260529247178767,0.000807882476211558,12.9652596130328,0.0709636371520751,0.00177161502060792,0.783742601570604
0.048,14.3989641249824,0.273632607310889,0.000880972215375794,13.2406568642146,0.0752316212554664,0.00182826152037558,0.792950954362782
0.049,14.5622831690132,0.287008904974723,0.00095837708192436,13.5110929859468,0.0795937157704997,0.00188329524455804,0.801944934117556
0.05,14.7217968084185,0.300653201927004,0.00104018844876569,13.7766834333365,0.0840433759080195,0.0019365759267492,0.810729350239605
0.051,14.8775903698285,0.314560702004603,0.00112649072640496,14.0375580852009,0.0885737953425358,0.00198797166968022,0.819308901666458
0.052,15.0297471809923,0.328726771160235,0.00121736097957048,14.2938588658951,0.0931779459171695,0.0020373595269665,0.827688177257245
0.053,15.1783485837769,0.34314693422338,0.00131286896852137,14.5457395847837,0.0978485842571626,0.00208462542972992,0.835871656508595
0.054,15.3234739926479,0.357816844315266,0.00141307761575304,14.7933668839924,0.102578255587869,0.00212966341707138,0.843863712775122
0.055,15.4652008714474,0.37273231833713,0.0015180424513252,15.0369174787381,0.107359328119469,0.00217237654211173,0.85166861199061
0.056,15.6036047653347,0.387889371302211,0.00162781100134114,15.2765733894321,0.112184076418261,0.00221267782343323,0.859290514426985
0.057,15.7387593072761,0.403284216425173,0.00174242278302302,15.5125216895222,0.117044687254072,0.00225049025088958,0.866733475051693
0.058,15.8707362636927,0.41891324547831,0.00186190965275762,15.7449548841975,0.121933266508948,0.00228574624306724,0.874001446041559
