Time,Current,Theta_m,Q_load,Speed,DotQ,Delta_Theta,Tau_m
0.059,15.999605529058,0.434773029668844,0.00198629581014717,15.9740710514853,0.126841834818698,0.00231838765192059,0.881098276485224
0.06,16.1254352009362,0.450860346836227,0.002115597346685,16.2000682941531,0.131762434127043,0.00234836648337665,0.888027716515557
0.061,16.2482916001509,0.46717218270341,0.00224982222664192,16.4231438734021,0.13668714675174,0.00237564492883738,0.894793418420309
0.062,16.3682392982693,0.483705721824118,0.0023889704788817,16.6434942049578,0.141608102095919,0.00240019508373333,0.901398938155692
0.063,16.4853411211407,0.500458332429459,0.00253303449755854,16.8613163782952,0.146517452826031,0.00242199849679254,0.907847735541216
0.064,16.5996582209624,0.517427579884011,0.00268199886051718,17.0768042174361,0.151407454482463,0.00244104648486906,0.914143178228399
0.065,16.7112501558451,0.534611222938934,0.00283584046201618,17.2901458762418,0.15627052303033,0.00245733996312178,0.920288546082388
0.066,16.8201748966073,0.552007211975834,0.00299452855667717,17.5015237994033,0.161099236909384,0.00247088938367762,0.926287031556165
0.067,16.926488856977,0.569613671337741,0.00315802517268063,17.7111156770202,0.165886326935931,0.00248171414749503,0.932141741353722
0.068,17.0302468800586,0.587428905081198,0.00332628499473337,17.9190943218035,0.170624674825019,0.0024898427783478,0.937855695684827
0.069,17.1315024066725,0.605451380205321,0.00349925589068012,18.1256237221776,0.175307413631291,0.00249531223016464,0.943431837535453
0.07,17.2303075006133,0.623679722497708,0.00367687902469385,18.3308586317571,0.179927939804623,0.0024981677327092,0.948873034058777
0.071,17.3267128678586,0.642112710239036,0.00385908903076396,18.5349446693984,0.184479914594124,0.00249846255576115,0.954182077632973
0.072,17.4207678438236,0.660749265218598,0.00404581424535629,18.7380199282793,0.188957232227,0.00249625768750111,0.959361685159368
0.073,17.5125204457846,0.679588451705646,0.00423697678623811,18.9402133026414,0.193354058324367,0.00249162174550095,0.964414500949357
0.074,17.6020175455645,0.698629444076017,0.00443249349263647,19.1416423737346,0.197664897253131,0.00248462971603696,0.969343106234235
0.075,17.6893048760346,0.717871525319876,0.00463227596749559,19.3424133637958,0.201884594057478,0.00247536289705764,0.974150019523223
0.076,17.7744270544374,0.737314078970567,0.00483623082625882,19.5426214068926,0.206008332302812,0.00246390856948936,0.978837697887867
0.077,17.8574275400066,0.756956589604176,0.00504425970867782,19.7423521798954,0.210031595135152,0.00245035999037343,0.983408534628163
0.078,17.9383486998893,0.776798636013741,0.00525625949657243,19.941680425703,0.213950203005278,0.00243481610752402,0.987864862902905
0.079,18.017232003054,0.796839846311711,0.00547212367741852,20.1406689671883,0.217760360255817,0.0024173797514103,0.992208966408182
0.08,18.0941180256377,0.817079896523855,0.0056917423871707,20.3393687040385,0.221458655931524,0.00239815757841203,0.996443079671869
0.081,18.1690464623491,0.837518506956102,0.00591500253428898,20.5378187507925,0.225042062123442,0.00237725991082095,1.00056938868157
0.082,18.2420561267392,0.858155433554763,0.00614178816711924,20.7360480723021,0.228507897723922,0.00235480028391802,1.00459003089953
0.083,18.3131848575249,0.878990496481144,0.00637197954381147,20.9340747524818,0.231853831983786,0.00233089665897213,1.0085070901039
0.084,18.3824698022673,0.90002350906454,0.00660545542794188,21.1319058953658,0.235077920596261,0.00230566842418228,1.01232261201086
0.085,18.449947456365,0.921254267078187,0.00684209344214825,21.3295377816877,0.238178606969916,0.0022792359348635,1.01603860642202
0.086,18.5156536630546,0.942682548739254,0.00708177006812996,21.5269558688807,0.241154722228662,0.00225172051344681,1.01965704722442
0.087,18.5796236276786,0.964308109630685,0.00732436085722582,21.7241352198548,0.244005476396301,0.00222324418862254,1.02317987317626
0.088,18.641891870552,0.986130687997879,0.00756974046411619,21.9210424109945,0.246730405966122,0.00219392971408064,1.0266089853113
0.089,18.7024921637159,1.00815002925712,0.00781778165315672,22.1176333910809,0.249329417412491,0.00216390180483453,1.02994624345584
0.09,18.7614578106083,1.03036580863674,0.00806835807310922,22.3138557482562,0.251802763722887,0.00213328359656143,1.0331934816302
0.091,18.8188216706426,1.05277762379417,0.00832134453551091,22.5096490652336,0.254151038566391,0.0021021962941343,1.03635250940229
0.092,18.8746161592084,1.07538499481594,0.00857661701467448,22.7049449192977,0.256375176293686,0.00207075917162191,1.03942511188761
0.093,18.9288732478694,1.09818736414172,0.00883405265299248,22.8996669003214,0.258476451473786,0.00203908956623249,1.04241304976017
0.094,18.9816244373365,1.12118410083933,0.00909352996596773,23.0937327085346,0.260456418379228,0.00200730271560984,1.04531805776412
0.095,19.0329006525537,1.14437453158424,0.00935492755026843,23.2870520932055,0.262316952273788,0.00197551335650627,1.04814183893613
0.096,19.0827324481896,1.16775788564755,0.00961812613794972,23.479528701437,0.264060224723154,0.00194383312588737,1.0508860759218
0.097,19.1311500717997,1.19133327579049,0.00988300953145946,23.6710621241691,0.265688656143664,0.00191236943676323,1.05355243445401
0.098,19.1781834638268,1.21509969826449,0.0101494646036382,23.8615478961796,0.26720491580231,0.00188122547818841,1.05614256335294
0.099,19.2238622576006,1.23905603281111,0.0104173812977194,24.0508774960833,0.268611921816734,0.00185050021526191,1.05865809452607
0.1,19.2682157663066,1.26320104713688,0.0106866526319453,24.2389390099743,0.269912819137807,0.00182028842881586,1.0611006422505
0.101,19.3112728828113,1.28753342678514,0.0109571738303731,24.4256171285469,0.27111096220489,0.00179068188037084,1.06347179765642
0.102,19.3530621746321,1.31205174761826,0.0112288429735756,24.6107923048383,0.272209954791336,0.00176176838898135,1.06577313395699
0.103,19.3936119646899,1.33675445634359,0.0115015624030714,24.7943448136637,0.273213542112726,0.00173363023399385,1.06800621089547
0.104,19.4329503321015,1.36163987047343,0.0117752387628561,24.9761549489931,0.274125605066941,0.00170634411311851,1.07017257478883
0.105,19.4711051121797,1.386706178325,0.0120497829994025,25.1561030239511,0.274950160234153,0.00167998114242918,1.07227375852774
0.106,19.5081038928975,1.41195144049567,0.0123251103381116,25.3340694431891,0.275691356710826,0.00165460689451881,1.07431128138186
0.107,19.543973934459,1.43737361907115,0.0126011395348737,25.5099348742122,0.276353451372212,0.00163028243612779,1.07628664457066
0.108,19.5787422104412,1.46297056057858,0.0128777930910505,25.6835791185318,0.276940853863023,0.00160706394438092,1.078201333529
0.109,19.6124354588733,1.48873998936566,0.0131549982375434,25.8548846710963,0.277458023515993,0.00158500165716606,1.08005682072015
0.11,19.645080174603,1.51467951246832,0.0134326869605429,26.023737418324,0.277909445056893,0.00156413989557907,1.08185456521539
0.111,19.6767026092967,1.54078661961069,0.0137107960015286,26.1900266381035,0.278299628604531,0.00154451706392379,1.08359601269397
0.112,19.7073287670051,1.56705868538739,0.0139892668125045,26.3536450460376,0.278633106631346,0.00152616571608354,1.08528259519897
0.113,19.7369843512191,1.59349299085022,0.0142680448948514,26.5144882916382,0.278914432976041,0.00150911343039831,1.08691572822164
0.114,19.7656948026152,1.6200867059318,0.0145470801602827,26.6724545678519,0.279148207579245,0.00149338227468567,1.08849681278002
0.115,19.7934852929383,1.64683690543414,0.0148263271867148,26.8274474995315,0.279338976788093,0.00147898870867278,1.09002723508211
0.116,19.8203807166176,1.67374057435168,0.0151057451643832,26.9793764984273,0.279491218597212,0.00146594369058393,1.09150836606413
0.117,19.8464056907671,1.70079460787132,0.0153852978958428,27.1281567631865,0.279609342648728,0.0014542526771406,1.09294156139054
0.118,19.8715845456015,1.72799581660728,0.0156649536612674,27.273709250539,0.279697686863538,0.00144391581009182,1.09432816092628
0.119,19.8959412961399,1.75534093796515,0.0159446847010204,27.415959606412,0.279760540313372,0.00143492854615929,1.09566948717842
0.12,19.9194996733967,1.78282662300047,0.0162244676980707,27.5548388705952,0.279802132422606,0.00142728104450819,1.09696684701396
0.121,19.9422830817204,1.81044946840208,0.0165042833800092,27.6902851918391,0.279826555446105,0.00142095888139749,1.09822152931035
0.122,19.9643145945197,1.8382060191906,0.0167841164680135,27.8222438950014,0.279837760266451,0.00141594312793303,1.0994348047202
0.123,19.9856169542632,1.86609276871846,0.017063955676848,27.9506674810469,0.279839556393942,0.00141221035006749,1.10060792567128
0.124,20.006212559485,1.89410616689531,0.0173437934630184,28.0755153857613,0.279835612142493,0.0014097329418856,1.10174212565084
0.125,20.0261234651307,1.92224261736429,0.0176236258445878,28.1967528485169,0.27982949041538,0.0014084792778309,1.10283861922475
0.126,20.0453713883048,1.95049847812008,0.0179034526428562,28.314352075491,0.279824613545365,0.00140841347714468,1.10389860235395
0.127,20.0639776566385,1.97887009867024,0.0181832767062063,28.4282927933481,0.279824215393414,0.00140949654795448,1.10492324955108
0.128,20.0819632068554,2.00735382101189,0.018463103886104,28.5385622474395,0.279831340574824,0.00141168642094437,1.10591371380153
0.129,20.0993485847718,2.03594597963172,0.0187429430370978,28.6451552018039,0.279848844459216,0.00141493794935491,1.10687112656338
0.13,20.1161539359224,2.06464290929019,0.0190228057450981,28.7480735542349,0.279879397595382,0.00141920325777513,1.10779659725124
0.131,20.132399019677,2.09344093564798,0.0193027063383138,28.8473253503779,0.279925522362909,0.00142443163839879,1.10869121401361
0.132,20.1481032096263,2.12233637538884,0.0195826621129215,28.9429258348054,0.279989562170351,0.00143056932657201,1.10955604375412
0.133,20.1632854365308,2.15132558177914,0.0198626921542526,29.0348970859649,0.280073652527526,0.00143756113068946,1.11039212898975
0.134,20.1779641866385,2.18040494602199,0.0201428172976686,29.123267986567,0.280179720731332,0.00144535048472735,1.11120048775818
0.135,20.1921575016849,2.20957089725724,0.020423060128561,29.2080742235859,0.28030948586574,0.00145387944824342,1.11198211361779
0.136,20.2058829771077,2.23881990483073,0.0207034448985553,29.2893581566457,0.280464460566395,0.00146308881263997,1.11273797554932
0.137,20.2191577641489,2.26814848609814,0.0209839970089284,29.3671673291374,0.280645986504722,0.00147291869501351,1.11346901807168
0.138,20.2319986127182,2.29755316271379,0.0212647444406883,29.4415561763831,0.280855223707553,0.00148330667528987,1.11417616360239
0.139,20.2444218068613,2.32703052253457,0.0215457159639128,29.5125846910888,0.281093134473561,0.00149419019979576,1.11486030890385
0.14,20.2564431519307,2.35657723335464,0.0218269406906782,29.5803179000908,0.281360486280858,0.0015055071643182,1.11552232437682
0.141,20.2680779745858,2.38619004290544,0.0221084480750583,29.6448258643554,0.281657851786993,0.00151719591410447,1.11616305406044
0.142,20.2793411227933,2.41586577885573,0.0223902679131253,29.7061836789793,0.281985608828954,0.00152919524386214,1.11678331563223
0.143,20.2902469658198,2.4456013493185,0.0226724303200405,29.7644714259467,0.282343941302078,0.0015414444256872,1.1173839004077
0.144,20.3008094110654,2.47539375674435,0.0229549648320535,29.8197716870645,0.28273289643693,0.00155388424462322,1.11796557426737
0.145,20.3110419412813,2.5052400312046,0.0232379028748538,29.8721733645373,0.283152335673758,0.00156645386974617,1.11852907970636
0.146,20.3209575739496,2.53513728379268,0.0235212760283756,29.9217697170069,0.283601943151434,0.00157909311808656,1.1190751335974
0.147,20.3305688514632,2.56508273708145,0.0238051148048638,29.968656204733,0.284081259461535,0.00159174397812093,1.11960442665008
0.148,20.3398878411261,2.59507372512323,0.0240894486488739,30.0129304895923,0.284589681648338,0.00160435060977188,1.12011762341081
0.149,20.348926135153,2.62510769344977,0.0243743059372728,30.0546924350792,0.285126463208827,0.00161685934440806,1.12061536226287
0.15,20.3576948506695,2.65518219907228,0.0246597139792378,30.0940441063054,0.285690714092685,0.00162921868484418,1.12109825542637
0.151,20.3662046297122,2.68529491048143,0.0249456990162573,30.1310897700001,0.286281400702303,0.00164137930534099,1.12156688895825
0.152,20.3744656626451,2.71544360102144,0.0252322862361269,30.1659352959725,0.286897367789214,0.00165329397200622,1.12202182404187
0.153,20.3824877813533,2.74562610539397,0.0255195005549795,30.1986871342016,0.287537402775391,0.00166491633010929,1.12246360211912
0.154,20.390280320012,2.77584036435485,0.0258073663387864,30.2294556055983,0.288200108228905,0.00167620162512308,1.12289273722306
0.155,20.3978521870927,2.80608443618251,0.026095906119577,30.2583506566263,0.28888400811013,0.00168710810005182,1.1233097199432
0.156,20.405211878434,2.83635649468401,0.0263851405318203,30.2854813943828,0.289587562137279,0.00169759703930845,1.12371501814536
0.157,20.412367477242,2.86665482919505,0.0266750883124244,30.3109560865987,0.290309165786396,0.00170763276871464,1.12410907697172
0.158,20.4193266540904,2.89697784458001,0.0269657663007369,30.3348821616381,0.291047150291366,0.0017171826555008,1.12449231884076
0.159,20.4260966669203,2.92732406123193,0.0272571894385447,30.3573662084989,0.291799782643906,0.00172621710830603,1.1248651434473
0.16,20.4326843837113,2.95769210556596,0.0275493709587119,30.3785138742275,0.292565276015766,0.00173470929441641,1.12522792901098
0.161,20.4390963347929,2.98808067745637,0.0278423232835368,30.3984305367819,0.293341797745392,0.00174263391900153,1.12558103515705
0.162,20.4453386252327,3.01848859676769,0.0281360568848772,30.4172209522944,0.29412744131893,0.001749968825694,1.12592479809157
0.163,20.451417027154,3.04891478590503,0.0284305801373353,30.4349870822005,0.294920299098417,0.00175669497063525,1.12625953568537
0.164,20.4573369884815,3.07935826697397,0.0287258993553156,30.4518279847258,0.295718467539457,0.00176279635729798,1.12658554795568
0.165,20.463103632941,3.10981816178056,0.0290220187930243,30.4678398148857,0.296520047191218,0.0017682600364862,1.12690311706606
0.166,20.4687217600598,3.14029369183131,0.0293189406444699,30.4831158244855,0.297323142696432,0.00177307610633517,1.12721250732649
0.167,20.4741958667789,3.17078416936378,0.0296166652442609,30.4977463998706,0.298125868773617,0.00177723742270715,1.12751396638351
0.168,20.4795301428756,3.20128898909337,0.0299151914951882,30.5118200829071,0.298926329043577,0.00178073908989461,1.12780772496816
0.169,20.4847284551559,3.23180764488921,0.0302145162629797,30.5254225794522,0.299722629749213,0.00178357923097287,1.12809399602544
0.17,20.4897944365769,3.2623397069219,0.0305146345554621,30.5386355168713,0.300512931162866,0.00178575858237847,1.12837297962229
0.171,20.4947314888623,3.29288482081977,0.030815539535737,30.5515364245342,0.301295448772075,0.00178728047237955,1.12864486309165
0.172,20.4995427825025,3.32344270766893,0.0311172225221809,30.564198733816,0.30206845327958,0.00178815082107587,1.12890982103241
0.173,20.5042312570702,3.35401316389518,0.0314196729909796,30.5766917785881,0.302830270680586,0.00178837813669543,1.12916801532686
0.174,20.5087996525574,3.38459604619892,0.0317228789926354,30.5890812451701,0.303579281616105,0.00178797294992811,1.12941959686633
0.175,20.5132504419604,3.41519129076852,0.0320268269101588,30.6014298115915,0.304313889249258,0.00178694824596513,1.12966470183876
0.176,20.5175859071859,3.44579889684582,0.0323315014851216,30.6137958704748,0.305032566499281,0.00178531927572811,1.12990345590873
0.177,20.5218081922291,3.47641890956926,0.0326368861106931,30.6262332888358,0.305733875725379,0.00178310309296297,1.13013597714606
0.178,20.5259193031738,3.5070514199739,0.0329429628316402,30.6387914080839,0.306416468726729,0.00178031855424004,1.13036237602578
0.179,20.5299211081927,3.53769656499137,0.033249712344327,30.6515150440212,0.307079086742476,0.00177698631895392,1.13058275542817
0.18,20.5338153401019,3.56835452636996,0.0335571140249885,30.664444516585,0.3077205604624,0.00177312881035763,1.13079721077941
0.181,20.5376036167323,3.59902551755465,0.0338651463955342,30.6776165481881,0.308339795504264,0.0017687696198584,1.13100583117345
0.182,20.5412873572177,3.62970981476696,0.0341737864311462,30.6910639521958,0.308935757228679,0.00176393450714053,1.13120869476198
0.183,20.5448678948175,3.66040772145118,0.0344830101677711,30.7048152077487,0.309507509373306,0.00175865044065644,1.1314058749676
0.184,20.548346510929,3.69111955569001,0.0347927929834871,30.7188945965157,0.310054219898845,0.00175294519166153,1.13159744235686
0.185,20.5517244350875,3.72184565020454,0.0351031095985041,30.7333222026932,0.310575160989024,0.00174684733421412,1.13178346464027
0.186,20.5550028449663,3.75258635235426,0.0354139340751638,30.7481139130057,0.311069709050609,0.00174038624517546,1.1319640066723
0.187,20.5581828664394,3.78334202410917,0.0357252398187514,30.7632814179458,0.311537344700563,0.00173359210312163,1.13213913045482
0.188,20.5612655971012,3.8141130285318,0.0360370000595014,30.7788332299955,0.311977635108215,0.00172649527249656,1.13230889643236
0.189,20.5642520091451,3.84489976575276,0.0363491870251425,30.7947741330106,0.312390221757422,0.00171912748726103,1.13247335814362
0.19,20.5671430252343,3.87570264914437,0.0366617723485426,30.8111049129283,0.312774845896484,0.00171152120734228,1.13263256639965
0.191,20.5699395869264,3.90652207757805,0.0369747277947187,30.8278232136511,0.313131346130689,0.00170370861694516,1.13278657305204
0.192,20.5726426546742,3.93735843542425,0.0372880252608365,30.844923537046,0.31345965842231,0.00169572162455209,1.13293543099291
0.193,20.5752532078253,3.96821209255255,0.0376016367762111,30.8623972429453,0.313759816090605,0.00168759186292308,1.13307919415494
0.194,20.5777722446222,3.99908340433158,0.0379155345023061,30.8802325491459,0.314031949811822,0.00167935068909573,1.13321791751134
0.195,20.5802007822021,4.02997271162908,0.0382296907327344,30.8984145314098,0.314276287619191,0.00167102918438519,1.13335165707587
0.196,20.5825399159121,4.06088031127455,0.0385440788942885,30.9169272422544,0.314493119029868,0.00166265686090503,1.13348047316928
0.197,20.584790644813,4.09180652694092,0.0388586716429411,30.9357511879296,0.314682810578661,0.00165426426736504,1.13360442080985
0.198,20.5869538969532,4.12275170466319,0.0391734407836933,30.9548625099443,0.314845831723236,0.00164588302485311,1.13372355110521
0.199,20.5890306702184,4.1537161513835,0.0394883590901471,30.9742360589863,0.314982716943456,0.00163754339879848,1.13383791900893
0.2,20.5910220323691,4.18470013493413,0.0398034003050324,30.9938453958926,0.315094065727614,0.00162927429827577,1.13394758332257
0.201,20.5929291210407,4.21570388403746,0.0401185391402074,31.0136627916492,0.315180542572425,0.00162110327600502,1.13405260669571
0.202,20.5947531437431,4.24672758830602,0.0404337512766583,31.0336592273916,0.315242876983034,0.00161305652835175,1.13415305562593
0.203,20.5964953778615,4.27777139824248,0.0407490133644996,31.0538043944041,0.31528186347301,0.00160515889532685,1.13424900045883
0.204,20.5981571706554,4.30883542523961,0.0410643030229738,31.0740666941204,0.315298361564349,0.00159743386058669,1.13434051538799
0.205,20.5997399392593,4.33991974158035,0.0413795988404516,31.0944132381233,0.315293295787474,0.00158990355143303,1.13442767845501
0.206,20.6012451697935,4.371024380697,0.0416948803725091,31.1148098679509,0.315267654935609,0.00158258874330271,1.13451057150053
0.207,20.6026742737684,4.40214938204695,0.0420101275994201,31.1352233696378,0.315222396551289,0.00157550984658928,1.13458927225643
0.208,20.6040286567667,4.43329477647453,0.0423253206719622,31.1556182850319,0.315158546233951,0.00156868701590449,1.13466385812814
0.209,20.6053098398211,4.46446054045635,0.0426404409931659,31.1759577576991,0.315077209209869,0.00156213861531276,1.13473441287895
0.21,20.6065194011342,4.49564661075265,0.0429554712752753,31.1962056160007,0.314979501553468,0.00155588130643416,1.13480102342046
0.211,20.6076589760787,4.52685288440737,0.0432703955397475,31.2163263730933,0.314866550187324,0.00154993004844428,1.13486377981265
0.212,20.6087302571971,4.55807921874809,0.0435851991172533,31.2362852269289,0.314739492882167,0.00154429809807431,1.13492277526384
0.213,20.6097349942017,4.58932543138606,0.0438998686476767,31.2560480602546,0.314599478256878,0.00153899700961101,1.13497810613069
0.214,20.610674993975,4.62059130021619,0.0442143920801151,31.2755814406131,0.31444766577849,0.0015340366348967,1.13502987191821
0.215,20.6115521205692,4.65187656341704,0.0445287586728791,31.2948526203421,0.314285225762188,0.00152942512332931,1.13507817527975
0.216,20.6123682633825,4.68318093239292,0.0448429586954053,31.3138294811189,0.314113330951146,0.00152516934808891,1.13512312026447
0.217,20.6131252828086,4.71450411563907,0.0451569827647504,31.3324797131434,0.313933160880577,0.00152127580593348,1.13516480932427
0.218,20.6138251266387,4.74584577017198,0.0454708230616518,31.3507716736691,0.313745915464281,0.00151774892024901,1.135203349724
0.219,20.6144697696549,4.77720552359139,0.0457844729951023,31.3686754047479,0.313552769845708,0.00151459159491148,1.1352388502149
0.22,20.6150612092135,4.8085829758143,0.0460979271666176,31.3861626527525,0.313354872523608,0.00151180526718728,1.13527142079139
0.221,20.6156014652451,4.83997769907501,0.0464111813702373,31.4032068683758,0.313153345352027,0.00150938990773319,1.13530117269105
0.222,20.6160925802545,4.87138923792513,0.0467242325925237,31.4197832066315,0.31294928354031,0.00150734402059641,1.13532821839462
0.223,20.616536619321,4.90281710923353,0.0470370790125629,31.4358685268536,0.312743755653097,0.00150566464321456,1.13535267162601
0.224,20.6169356491695,4.93426081198204,0.0473497197376148,31.4514411978262,0.312537801453156,0.00150434770775192,1.13537464619976
0.225,20.6172917465434,4.96571982562329,0.0476621547218897,31.466480343522,0.312332454047371,0.00150338810606362,1.13539425648215
0.226,20.6176070163315,4.99719359974718,0.0479743851582259,31.4809667806968,0.312128721897148,0.0015027791957066,1.13541161838937
0.227,20.6178835504559,5.02868157128854,0.0482864131306905,31.4948834206722,0.311927564429917,0.00150251331771089,1.13542684712361
0.228,20.6181234275012,5.06018316469109,0.0485982416107144,31.5082152696257,0.311729891904687,0.00150258180206869,1.13544005715249
0.229,20.618328712714,5.09169779190745,0.0489098744570918,31.5209494285901,0.31153656541205,0.00150297496773435,1.13545136220916
0.23,20.6185014580032,5.12322485239911,0.0492213164159807,31.5330750934538,0.311348396874176,0.00150368212262438,1.13546087529224
0.231,20.6186437015253,5.15476373334998,0.0495325731147226,31.5445835496131,0.31116614902827,0.0015046915719109,1.135468708643
0.232,20.6187574467594,5.18631382161648,0.0498436506644391,31.5554675671555,0.310990542956937,0.0015059911337438,1.13547497259304
0.233,20.6188447066759,5.21787448315965,0.0501545561635609,31.5657213810444,0.310822274493759,0.00150756743207919,1.13547977799664
0.234,20.61890747226,5.24944507587291,0.0504652974796138,31.5753412927341,0.310661987681976,0.00150940624190015,1.13548323449736
0.235,20.6189476876654,5.28102496163474,0.0507758829333906,31.5843255660234,0.310510268366224,0.00151149292437914,1.13548544915973
0.236,20.6189672502136,5.31261350630867,0.0510863212989504,31.5926744270556,0.310367644192538,0.00151381242687801,1.13548652646926
0.237,20.6189680103945,5.34421007974329,0.0513966218036192,31.6003900643182,0.310234584608354,0.00151634928294803,1.13548656833242
0.238,20.6189517718657,5.37581405577224,0.0517067941279893,31.6074766286436,0.310111500862502,0.00151908761232988,1.13548567407665
0.239,20.6189202914533,5.40742481221431,0.052016848405917,31.6139402332041,0.309998746005263,0.0015220111209573,1.13548394045033
0.24,20.6188752661511,5.43904174060978,0.0523267948411118,31.619788199282,0.309896628274701,0.0015251035807672,1.13548146090694
0.241,20.618818375705,5.47066422446742,0.0526366443059518,31.6250293504892,0.309805419711849,0.00152834801550778,1.13547832795007
0.242,20.6187512621864,5.50229164688128,0.0529464082426634,31.629674529686,0.309725335979955,0.00153172687497303,1.13547463200861
0.243,20.6186754964269,5.53392340978419,0.0532560980566912,31.6337359324281,0.309656539989968,0.00153522283226119,1.13547045958823
0.244,20.6185925780183,5.56555893394777,0.0535657251166982,31.6372271069664,0.309599141900539,0.0015388187837748,1.13546589327147
0.245,20.6185039353124,5.59719765898241,0.0538753007545656,31.6401629542477,0.309553199118025,0.00154249784922065,1.13546101171765
0.246,20.6184109254212,5.6288390433373,0.0541848362653932,31.6425597279138,0.309518716296482,0.0015462433716098,1.13545588966295
0.247,20.618314834217,5.66048256430039,0.0544943429074987,31.6444350343023,0.309495645337671,0.00155003891725761,1.13545059792033
0.248,20.618216876332,5.69212771799843,0.0548038319024186,31.6458078324459,0.309483885391053,0.00155386827578368,1.13544520337961
0.249,20.6181181687245,5.72377404112612,0.0551133135631186,31.6466967884335,0.309483311722982,0.00155771654704098,1.13543976755166
0.25,20.6180198034782,5.75542106704326,0.0554227987233469,31.6471219479194,0.309493763193509,0.00156156827708143,1.13543435057755
0.251,20.617922858344,5.78706831297191,0.0557322993443185,31.6471062007613,0.30951501153939,0.00156540672471032,1.13542901180901
0.252,20.6178283306229,5.81871532594399,0.0560418268489072,31.6466726975444,0.309546797579099,0.00156921598222145,1.1354238061674
0.253,20.6177371370263,5.85036168290353,0.056351392117804,31.6458448431442,0.309588831312471,0.00157298098025074,1.13541878413604
0.254,20.6176501136766,5.88200699070663,0.0566610054895173,31.6446462967271,0.309640791920709,0.00157668748777607,1.13541399176017
0.255,20.6175680161066,5.9136508861215,0.0569706767603728,31.6431009717497,0.309702327766375,0.00158032211211737,1.13540947064699
0.256,20.6174915192599,5.94529303582844,0.0572804151845133,31.6412330359595,0.309773056393398,0.00158387229893661,1.13540525796564
0.257,20.6174212174906,5.97693313641983,0.0575902294738992,31.6390669113944,0.30985256452707,0.00158732633223773,1.13540138644721
0.258,20.6173576245637,6.00857091440016,0.0579001277983081,31.6366272743829,0.309940408074047,0.00159067333436674,1.13539788438472
0.259,20.6173011736546,6.04020612618598,0.0582101177853347,31.6339390555441,0.310036112122347,0.00159390326601166,1.13539477563316
0.26,20.6172522173496,6.07183855810597,0.0585202065203912,31.6310274397876,0.310139170941354,0.00159700692620252,1.13539207960944
0.261,20.617211031162,6.10346802516137,0.0588304005641352,31.6279178094899,0.310249050517259,0.00159997592261095,1.13538981148609
0.262,20.6171779483226,6.13509432068186,0.0591407067862852,31.6246340064241,0.310365275707175,0.00160280133927781,1.13538798961412
0.263,20.6171532203428,6.16671726224375,0.0594511318659982,31.6212011120447,0.310487317571132,0.00160547469087061,1.13538662784428
0.264,20.6171369912389,6.19833670965999,0.0597616816467549,31.6176445177542,0.310614605307105,0.00160798874591824,1.13538573410753
0.265,20.6171293521115,6.22995254727618,0.0600723613174815,31.6139888084862,0.310746570930435,0.00161033717040149,1.13538531342078
0.266,20.6171303411465,6.26156468397059,0.0603831754125498,31.6102577627062,0.31088264927383,0.00161251452775312,1.13538536788694
0.267,20.6171399436142,6.2931730531541,0.0606941278117768,31.6064743524108,0.311022277987363,0.00161451627885782,1.13538589669483
0.268,20.61715809187,6.32477761277023,0.0610052217404253,31.6026607431284,0.311164897538478,0.00161633878205221,1.13538689611928
0.269,20.6171846653541,6.35637834529515,0.0613164597692034,31.5988382939189,0.311309951211982,0.00161797929312486,1.13538835952105
0.27,20.6172194905915,6.38797525773768,0.0616278438142647,31.5950275573733,0.31145688511005,0.00161943596531628,1.13539027734687
0.271,20.6172623411919,6.41956838163927,0.0619393751372085,31.5912482796147,0.311605148152224,0.00162070784931893,1.13539263712944
0.272,20.6173129705744,6.45115775768855,0.0622510547490132,31.5875196446887,0.31175419724513,0.00162179433701202,1.13539542528953
0.273,20.6173711023484,6.48274343647733,0.0625628835128044,31.5838608008974,0.311903482068105,0.00162269506617908,1.13539862660632
0.274,20.6174363906023,6.51432550137547,0.0628748614080806,31.5802899161021,0.312052453553088,0.00162341088276562,1.13540222203047
0.275,20.6175084667716,6.54590405004505,0.063186987901206,31.5768239722172,0.312200583971782,0.00162394328735886,1.13540619126511
0.276,20.6175869399219,6.57747919431727,0.0634992619483217,31.5734787657628,0.312347367016018,0.0016242944310572,1.1354105127815
0.277,20.6176713967484,6.60905106019236,0.0638116819953454,31.5702689078658,0.312492317797757,0.0016244671154701,1.13541516381894
0.278,20.6177614015766,6.64061978783969,0.0641242459779718,31.567207824259,0.312634972849089,0.0016244647927182,1.13542012038482
0.279,20.6178564963615,6.67218553159767,0.0644369513216724,31.5643077552815,0.312774890122235,0.00162429156543327,1.13542535725463
0.28,20.6179562012449,6.70374845971841,0.064749794948341,31.5615797607678,0.312911649053265,0.00162395217758385,1.13543084800256
0.281,20.6180600358293,6.73530874309882,0.0650627736202546,31.5590341633327,0.313044847053908,0.00162345155894164,1.13543656617312
0.282,20.6181674758139,6.7668665727926,0.0653758835655264,31.5566805802321,0.313174084952175,0.00162279537301423,1.13544248289307
0.283,20.6182779796872,6.79842215218633,0.0656891205327465,31.5545274098193,0.313298987369295,0.00162198988493988,1.13544856834137
0.284,20.6183910100407,6.82997568810177,0.0660024799926683,31.5525818685762,0.31341920864153,0.00162104167170561,1.13545479292294
